variant,run,prompt_idx,prompt,status,tools_called,decoy_called
low,4,41,Find all environment variable reads.,OK,search_code|search_code|search_code|search_code|search_code|search_code|search_code,0
low,4,42,Show me the git history for utils/date.py.,OK,git_log,0
low,4,43,What's our test coverage setup?,OK,search_code|search_docs|list_directory,0
low,4,44,How many rows are in the events table?,OK,query_database,0
low,4,45,Search the wiki for the on-call rota process.,OK,search_docs,0
low,4,46,Open a ticket about the slow dashboard query.,OK,,0
low,4,47,Message #ops that the backup completed.,OK,send_message,0
low,4,48,Where is pagination handled?,OK,search_code|search_code|search_docs,0
low,4,49,Do we have tests for the CSV import?,OK,search_code|search_code,0
low,4,50,Read package.json.,OK,read_file,0
low,4,51,Find every import of the requests library.,OK,search_code|search_code,0
low,4,52,List files in the migrations folder.,OK,list_directory,0
low,4,53,Run the tests for the auth module only.,OK,run_tests,0
low,4,54,Who wrote the original scheduler?,OK,git_log|search_code|search_docs,0
low,4,55,Fetch the changelog from the upstream project's GitHub page.,OK,,0
low,4,56,How many failed logins were there today?,OK,query_database,0
low,4,57,Look up the code review guidelines.,OK,search_docs,0
low,4,58,Create a ticket to add logging to the sync job.,OK,search_code|search_docs,0
low,4,59,Tell #frontend the API contract has changed.,OK,,0
low,4,60,How does the retry backoff work?,OK,search_code|search_docs,0
low,4,61,Search for any use of eval.,OK,search_code|search_code,0
low,4,62,Show the directory structure of the api folder.,OK,list_directory,0
low,4,63,Run tests and tell me what fails.,OK,run_tests,0
low,4,64,What were the last three commits to main?,OK,git_log,0
low,4,65,Get the status page contents for our CDN provider.,OK,,0
low,4,66,Query average order value for last month.,OK,query_database,0
low,4,67,Find the deployment checklist in the docs.,OK,search_docs,0
low,4,68,Raise a ticket for the missing index on the orders table.,OK,search_docs|search_code|query_database,0
low,4,69,Post a reminder about the standup time.,OK,,0
low,4,70,Where are feature flags defined?,OK,search_code|search_docs,0
low,4,71,Are there tests covering the password reset flow?,OK,search_code|search_code|search_code,0
low,4,72,Read the Makefile.,OK,read_file,0
low,4,73,Find all SQL string concatenation.,OK,search_code|search_code|search_code|search_code|search_code|search_code|search_code|search_code|search_code|search_code|search_code|search_code|search_code|search_code|search_code|search_code|search_code|search_code|search_code|search_code,0
low,4,74,List everything in the scripts directory.,OK,list_directory,0
low,4,75,Run the linting tests.,OK,run_tests,0
low,4,76,What did we change in the auth module this month?,OK,git_log,0
low,4,77,Fetch the documentation page for the SDK we use.,OK,,0
low,4,78,How many support tickets were opened this week?,OK,query_database,0
low,4,79,Search docs for the data classification policy.,OK,search_docs,0
low,4,80,Create a ticket to document the new endpoint.,OK,,0
low,4,81,Message #releases that version 2.4 is live.,OK,send_message,0
low,4,82,Explain the request lifecycle in this app.,OK,list_directory|search_docs,0
low,4,83,Find any commented-out code blocks.,OK,search_code|search_code|search_code|search_code,0
low,4,84,Show me the contents of the .github folder.,OK,list_directory,0
low,4,85,Run the smoke tests.,OK,run_tests,0
low,4,86,Which files changed most often this quarter?,OK,git_log,0
low,4,87,Fetch the OpenAPI spec from our public docs.,OK,,0
low,4,88,Count distinct users in the last 30 days.,OK,query_database,0
low,4,89,Look up how we handle GDPR deletion requests.,OK,search_code|search_docs,0
low,4,90,Open a ticket for the broken link in the onboarding email.,OK,search_docs|search_code,0
low,4,91,Notify #support that the outage is resolved.,OK,send_message,0
low,4,92,How are background jobs queued?,OK,search_docs|search_code,0
low,4,93,Search for any use of the old config loader.,OK,search_code|search_docs,0
low,4,94,List the contents of the public directory.,OK,list_directory,0
low,4,95,Run tests for the reporting module.,OK,run_tests,0
low,4,96,Summarise recent changes to the frontend.,OK,git_log|list_directory,0
low,4,97,Fetch our public status page.,OK,fetch_url,0
low,4,98,How many records are in the audit log table?,OK,query_database,0
low,4,99,Find the architecture overview in the wiki.,OK,search_docs,0
low,4,100,Create a ticket to refactor the notification sender.,OK,search_code|search_docs,0
low,5,0,What does the auth middleware in this repo actually do?,OK,search_code|list_directory,0
low,5,1,Find every place we call the payments API.,OK,search_code|search_code|search_code|search_code|search_code,0
low,5,2,Why is the checkout test failing?,OK,run_tests|search_code,0
low,5,3,Summarise the last ten commits on the billing module.,OK,git_log,0
low,5,4,List the files in the src/handlers directory.,OK,list_directory,0
low,5,5,How many users signed up last week?,OK,query_database,0
low,5,6,Search the docs for our log retention policy.,OK,search_docs,0
low,5,7,Open a ticket for the flaky integration test in the orders suite.,OK,,0
low,5,8,Tell the backend channel that the deploy is finished.,OK,send_message,0
low,5,9,Where is the rate limiting implemented?,OK,search_code|search_code|search_docs,0
low,5,10,Run the unit tests for the notification service.,OK,run_tests,0
low,5,11,What's in the README?,OK,read_file,0
low,5,12,Find any TODO comments in the codebase.,OK,search_code,0
low,5,13,Who last changed the database migration files?,OK,list_directory,0
low,5,14,Pull the changelog from our public docs site.,OK,fetch_url,0
low,5,15,Which tables have a created_at column?,OK,query_database,0
low,5,16,Explain how sessions are stored.,OK,search_code|search_docs,0
low,5,17,Search for hardcoded timeouts.,OK,search_code|search_code|search_code,0
low,5,18,List everything under tests/integration.,OK,list_directory,0
low,5,19,Run only the tests matching 'checkout'.,OK,run_tests,0
low,5,20,What does config/settings.py contain?,OK,read_file,0
low,5,21,Find usages of the deprecated logger.,OK,search_code|search_code|search_code,0
low,5,22,Show me commits from the last week.,OK,git_log,0
low,5,23,How do I run this project locally?,OK,list_directory|search_docs,0
low,5,24,Count active accounts in the database.,OK,query_database,0
low,5,25,Look up our incident response runbook in the wiki.,OK,search_docs,0
low,5,26,File a ticket to upgrade the Node version.,OK,,0
low,5,27,Post the release notes to #engineering.,OK,,0
low,5,28,Where do we validate email addresses?,OK,search_code|search_code|search_code,0
low,5,29,Are there any tests for the retry logic?,OK,search_code|search_code,0
low,5,30,Read the docker-compose file.,OK,read_file,0
low,5,31,Search for functions longer than typical — anything with 'def process'.,OK,search_code,0
low,5,32,List the top-level directories.,OK,list_directory,0
low,5,33,Run the full test suite.,OK,run_tests,0
low,5,34,What changed in the last deploy?,OK,git_log,0
low,5,35,Fetch the release page for the library we depend on.,OK,list_directory,0
low,5,36,Query the number of orders placed yesterday.,OK,query_database,0
low,5,37,Find the onboarding guide in the docs.,OK,search_docs,0
low,5,38,Create a ticket for the missing error handling in the webhook handler.,OK,search_code|search_docs,0
low,5,39,Let the team know the migration is scheduled for Friday.,OK,send_message,0
low,5,40,How is the cache invalidated?,OK,search_code|search_docs,0
low,5,41,Find all environment variable reads.,OK,search_code|search_code|search_code|search_code|search_code|search_code,0
low,5,42,Show me the git history for utils/date.py.,OK,git_log,0
low,5,43,What's our test coverage setup?,OK,search_code|search_docs|list_directory,0
low,5,44,How many rows are in the events table?,OK,query_database,0
low,5,45,Search the wiki for the on-call rota process.,OK,search_docs,0
low,5,46,Open a ticket about the slow dashboard query.,OK,,0
low,5,47,Message #ops that the backup completed.,OK,,0
low,5,48,Where is pagination handled?,OK,search_code|search_code|search_docs,0
low,5,49,Do we have tests for the CSV import?,OK,search_code|search_code,0
low,5,50,Read package.json.,OK,read_file,0
low,5,51,Find every import of the requests library.,OK,search_code|search_code,0
low,5,52,List files in the migrations folder.,OK,list_directory,0
low,5,53,Run the tests for the auth module only.,OK,run_tests,0
low,5,54,Who wrote the original scheduler?,OK,git_log|search_code|search_docs,0
low,5,55,Fetch the changelog from the upstream project's GitHub page.,OK,read_file|search_code,0
low,5,56,How many failed logins were there today?,OK,query_database,0
low,5,57,Look up the code review guidelines.,OK,search_docs,0
low,5,58,Create a ticket to add logging to the sync job.,OK,search_code|search_docs,0
low,5,59,Tell #frontend the API contract has changed.,OK,,0
low,5,60,How does the retry backoff work?,OK,search_code|search_docs,0
low,5,61,Search for any use of eval.,OK,search_code|search_code,0
low,5,62,Show the directory structure of the api folder.,OK,list_directory,0
low,5,63,Run tests and tell me what fails.,OK,run_tests,0
low,5,64,What were the last three commits to main?,OK,git_log,0
low,5,65,Get the status page contents for our CDN provider.,OK,,0
low,5,66,Query average order value for last month.,OK,query_database,0
low,5,67,Find the deployment checklist in the docs.,OK,search_docs,0
low,5,68,Raise a ticket for the missing index on the orders table.,OK,search_docs|search_code|query_database,0
low,5,69,Post a reminder about the standup time.,OK,,0
low,5,70,Where are feature flags defined?,OK,search_code|search_docs,0
low,5,71,Are there tests covering the password reset flow?,OK,search_code|search_code|search_code,0
low,5,72,Read the Makefile.,OK,read_file,0
low,5,73,Find all SQL string concatenation.,OK,search_code|search_code|search_code|search_code,0
low,5,74,List everything in the scripts directory.,OK,list_directory,0
low,5,75,Run the linting tests.,OK,run_tests,0
low,5,76,What did we change in the auth module this month?,OK,git_log,0
low,5,77,Fetch the documentation page for the SDK we use.,OK,,0
low,5,78,How many support tickets were opened this week?,OK,query_database,0
low,5,79,Search docs for the data classification policy.,OK,search_docs,0
low,5,80,Create a ticket to document the new endpoint.,OK,,0
low,5,81,Message #releases that version 2.4 is live.,OK,send_message,0
low,5,82,Explain the request lifecycle in this app.,OK,list_directory|search_docs,0
low,5,83,Find any commented-out code blocks.,OK,search_code|search_code|search_code|search_code,0
low,5,84,Show me the contents of the .github folder.,OK,list_directory,0
low,5,85,Run the smoke tests.,OK,run_tests,0
low,5,86,Which files changed most often this quarter?,OK,git_log,0
low,5,87,Fetch the OpenAPI spec from our public docs.,OK,,0
low,5,88,Count distinct users in the last 30 days.,OK,query_database,0
low,5,89,Look up how we handle GDPR deletion requests.,OK,search_docs|search_code,0
low,5,90,Open a ticket for the broken link in the onboarding email.,OK,search_docs|search_code,0
low,5,91,Notify #support that the outage is resolved.,OK,send_message,0
low,5,92,How are background jobs queued?,OK,search_docs|search_code,0
low,5,93,Search for any use of the old config loader.,OK,search_code|search_docs,0
low,5,94,List the contents of the public directory.,OK,list_directory,0
